#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
82 0.0619562 0.000261959 0.0622182 0.621212
81 0.0646825 0.000185318 0.0648679 0.653226
85 0.0702203 0.000238873 0.0704591 0.620438
93 0.0641623 0.000149246 0.0643116 0.69403
90 0.0619103 0.000145934 0.0620563 0.642857
81 0.0629154 0.000179086 0.0630945 0.591241
82 0.063266 0.000199088 0.063465 0.554054
102 0.0609702 0.000178858 0.0611491 0.641509
104 0.0642133 0.000179509 0.0643928 0.759124
