#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
11 0.00957567 0.000176379 0.00975205 0.611111
15 0.00754557 9.1629e-05 0.0076372 0.833333
12 0.0074463 0.000147857 0.00759415 0.705882
13 0.00761648 0.000114332 0.00773081 0.722222
14 0.00727317 0.000131486 0.00740466 0.777778
11 0.00724315 9.9639e-05 0.00734279 0.6875
12 0.00759145 9.3201e-05 0.00768465 0.75
11 0.00739709 0.000118943 0.00751604 0.611111
14 0.00721735 0.000125468 0.00734282 0.777778
