#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
160 0.180347 0.000477545 0.180825 0.567376
177 0.177953 0.000462165 0.178416 0.62766
155 0.181204 0.000404996 0.181609 0.559567
173 0.181055 0.000445549 0.1815 0.582492
161 0.181808 0.000427796 0.182236 0.577061
183 0.179406 0.00046766 0.179874 0.633218
169 0.179029 0.000427047 0.179456 0.621324
178 0.17944 0.000408811 0.179849 0.669173
168 0.181259 0.0004078 0.181667 0.661417
