#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
67 0.00557128 0.000206129 0.00577741 0.656863
79 0.00526529 0.000171822 0.00543711 0.745283
73 0.00552526 0.000191646 0.00571691 0.640351
84 0.0052201 0.000193455 0.00541356 0.770642
84 0.00510356 0.000176138 0.0052797 0.672
94 0.00506555 0.000162865 0.00522842 0.728682
91 0.00542671 0.000162787 0.0055895 0.705426
90 0.00551243 0.000184448 0.00569688 0.708661
96 0.00523907 0.000162713 0.00540178 0.755906
