#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
15 0.00957432 0.000175373 0.00974969 0.833333
15 0.00887599 0.000101941 0.00897793 0.833333
13 0.00991102 0.00010419 0.0100152 0.764706
15 0.00904895 0.000114824 0.00916377 0.833333
14 0.00921638 0.00010787 0.00932425 0.777778
14 0.00824269 0.000106297 0.00834899 0.875
13 0.00880113 8.8539e-05 0.00888967 0.8125
13 0.00711702 0.000106977 0.007224 0.722222
17 0.00726831 0.000103476 0.00737179 0.944444
