#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
307 0.00178192 0.00182424 0.00360616 0.71897
308 0.00209736 0.000918684 0.00301604 0.762376
298 0.00163531 0.000754333 0.00238964 0.704492
321 0.0017349 0.000735826 0.00247073 0.831606
283 0.00207988 0.000723873 0.00280375 0.683575
315 0.00157536 0.000800608 0.00237596 0.753589
323 0.00170542 0.000771817 0.00247724 0.795567
302 0.00170062 0.000766513 0.00246713 0.762626
311 0.00155558 0.000775031 0.00233061 0.775561
