#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
131 0.047333 0.000291957 0.0476249 0.834395
129 0.0444088 0.000312186 0.044721 0.801242
124 0.0446039 0.000237103 0.044841 0.8
123 0.0461877 0.000256306 0.046444 0.754601
133 0.0439696 0.00028312 0.0442528 0.810976
132 0.0444579 0.000276951 0.0447348 0.763006
140 0.0451208 0.000279279 0.0454001 0.8
135 0.0437697 0.000209282 0.043979 0.762712
146 0.0407323 0.000278868 0.0410111 0.815642
