#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
251 0.00173844 0.000806499 0.00254493 0.587822
247 0.00151034 0.000742851 0.0022532 0.611386
233 0.00163993 0.00075431 0.00239424 0.550827
255 0.00166037 0.000787318 0.00244768 0.660622
231 0.00155785 0.000755778 0.00231363 0.557971
265 0.00159758 0.000859073 0.00245665 0.633971
251 0.00161404 0.000899418 0.00251346 0.618227
253 0.00169495 0.000732836 0.00242779 0.638889
247 0.00195135 0.00078496 0.00273631 0.61596
