#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
138 0.0431334 0.000337767 0.0434712 0.878981
138 0.0494394 0.000276081 0.0497155 0.857143
133 0.0434691 0.000244749 0.0437139 0.858065
127 0.0446067 0.000227787 0.0448345 0.779141
129 0.044312 0.000231664 0.0445437 0.786585
146 0.0448414 0.000332956 0.0451743 0.843931
147 0.0424568 0.000235762 0.0426926 0.84
151 0.0454626 0.000252708 0.0457153 0.853107
150 0.0482551 0.000259531 0.0485147 0.837989
