#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
47 0.00595494 0.000201172 0.00615611 0.460784
57 0.00549045 0.000196571 0.00568702 0.537736
61 0.00580549 0.000173352 0.00597884 0.535088
75 0.00535919 0.000201963 0.00556115 0.688073
73 0.00534382 0.000202307 0.00554612 0.584
80 0.00569695 0.000156023 0.00585297 0.620155
81 0.00539875 0.000203626 0.00560237 0.627907
84 0.00503046 0.000216428 0.00524689 0.661417
82 0.00518422 0.000207803 0.00539203 0.645669
