#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
316 0.00166318 0.000901366 0.00256455 0.740047
325 0.00183254 0.00082227 0.00265481 0.804455
297 0.00159108 0.00076923 0.00236031 0.702128
311 0.00155412 0.00074104 0.00229516 0.805699
291 0.00158841 0.000781117 0.00236953 0.702899
326 0.00162366 0.000732371 0.00235603 0.779904
315 0.00173615 0.000770237 0.00250638 0.775862
300 0.00158419 0.000800932 0.00238512 0.757576
301 0.00159853 0.000700143 0.00229867 0.750623
