#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
182 0.205594 0.000433639 0.206028 0.64539
193 0.197823 0.000481549 0.198305 0.684397
169 0.197592 0.000430439 0.198023 0.610108
183 0.198703 0.000456436 0.199159 0.616162
171 0.198133 0.000462551 0.198596 0.612903
195 0.197893 0.000415841 0.198309 0.67474
194 0.197901 0.000414991 0.198316 0.713235
176 0.197453 0.000429963 0.197883 0.661654
183 0.197256 0.00037537 0.197632 0.720472
