#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
42 0.00605879 0.000177116 0.0062359 0.411765
36 0.00538256 0.000125765 0.00550833 0.339623
44 0.0051941 0.000129162 0.00532326 0.385965
47 0.00528906 0.000117455 0.00540652 0.431193
44 0.0064965 0.000174195 0.00667069 0.352
51 0.00519068 0.0001248 0.00531548 0.395349
52 0.00557152 0.000138129 0.00570965 0.403101
48 0.00609486 0.000146783 0.00624164 0.377953
56 0.00540277 0.000139984 0.00554276 0.440945
