#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
173 0.180092 0.000494971 0.180587 0.613475
177 0.179482 0.00038348 0.179865 0.62766
172 0.179832 0.000441443 0.180274 0.620939
165 0.18158 0.00048608 0.182066 0.555556
173 0.180189 0.000387093 0.180576 0.620072
187 0.179822 0.00047579 0.180298 0.647059
166 0.180818 0.000492562 0.181311 0.610294
176 0.181458 0.000355395 0.181814 0.661654
174 0.181593 0.000414504 0.182007 0.685039
