#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
111 0.0102407 0.000256434 0.0104971 0.940678
112 0.00889375 0.000188389 0.00908214 0.910569
107 0.00984454 0.000185915 0.0100305 0.891667
101 0.00960878 0.000209145 0.00981793 0.841667
102 0.0107517 0.000898633 0.0116503 0.902655
101 0.00992391 0.000175715 0.0100996 0.885965
100 0.0109962 0.000181844 0.0111781 0.813008
110 0.0109125 0.000206276 0.0111188 0.990991
101 0.01034 0.00018005 0.01052 0.901786
