#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
106 0.0100831 0.000196627 0.0102797 0.898305
102 0.010702 0.000215 0.010917 0.829268
99 0.0106566 0.000801876 0.0114585 0.825
102 0.0108557 0.000183397 0.0110391 0.85
103 0.0103542 0.000178267 0.0105325 0.911504
97 0.0106467 0.000210378 0.010857 0.850877
98 0.00800107 0.000239072 0.00824015 0.796748
104 0.00922847 0.000190373 0.00941885 0.936937
97 0.0103771 0.000175754 0.0105528 0.866071
