#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
157 0.178946 0.000435294 0.179381 0.556738
183 0.179044 0.000464674 0.179509 0.648936
163 0.185583 0.000444847 0.186028 0.588448
190 0.181524 0.000457942 0.181982 0.639731
165 0.178665 0.000466877 0.179132 0.591398
179 0.180283 0.000419504 0.180703 0.619377
181 0.177395 0.000494412 0.17789 0.665441
166 0.177422 0.000407639 0.17783 0.62406
173 0.177666 0.000411908 0.178078 0.681102
