#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
134 0.0435504 0.000247676 0.0437981 0.853503
134 0.0429987 0.000183942 0.0431826 0.832298
130 0.0456965 0.000194838 0.0458914 0.83871
136 0.0443394 0.000208414 0.0445478 0.834356
137 0.0460379 0.000193315 0.0462312 0.835366
147 0.0470484 0.000256444 0.0473049 0.849711
147 0.0466143 0.000213801 0.0468281 0.84
154 0.044875 0.000213656 0.0450887 0.870056
151 0.0437976 0.000216442 0.044014 0.843575
