#Matches DetectorTime DescriptorTime JointTime Keypoint:MatchesProportion
15 0.0105787 0.000166483 0.0107452 0.833333
15 0.00809468 0.000107873 0.00820255 0.833333
12 0.00968375 0.000100843 0.00978459 0.705882
12 0.0100339 8.4986e-05 0.0101189 0.666667
13 0.0105613 0.000105052 0.0106664 0.722222
12 0.010606 0.000109651 0.0107156 0.75
15 0.0108734 5.3431e-05 0.0109268 0.9375
11 0.0100678 8.4149e-05 0.0101519 0.611111
17 0.00907645 9.2624e-05 0.00916907 0.944444
